epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2724.13,0.41379,0.31164,1.20009,0.99937,1,0.995,0.9817,0.2638,0.23717,1.0803,0.000834822,0.000834822,0.000834822
44,2784.9,0.40175,0.29907,1.18897,0.9985,0.99872,0.995,0.97668,0.27406,0.23768,1.11617,0.000820675,0.000820675,0.000820675
45,2847.21,0.41424,0.30555,1.2059,0.97493,0.94162,0.98406,0.9201,0.43235,0.38366,1.33571,0.000806528,0.000806528,0.000806528
46,2909.64,0.40242,0.29847,1.18915,0.99615,0.99663,0.99489,0.98402,0.2502,0.30879,1.09111,0.00079238,0.00079238,0.00079238
47,2972.54,0.40738,0.29924,1.2121,0.99895,0.99833,0.995,0.97947,0.2778,0.23123,1.11527,0.000778233,0.000778233,0.000778233
48,3035.94,0.39847,0.29749,1.18873,0.99787,0.99944,0.995,0.97661,0.26587,0.24522,1.09826,0.000764086,0.000764086,0.000764086
49,3099.63,0.39149,0.29523,1.1939,0.99472,0.99833,0.99485,0.98332,0.25249,0.40071,1.08293,0.000749939,0.000749939,0.000749939
50,3161.22,0.39952,0.2965,1.19305,0.9997,0.99863,0.995,0.97721,0.24789,0.21133,1.09055,0.000735792,0.000735792,0.000735792
51,3225.49,0.39297,0.29428,1.19201,0.99804,0.99833,0.995,0.97975,0.25607,0.22371,1.123,0.000721645,0.000721645,0.000721645
52,3289.42,0.39118,0.28949,1.18811,0.99857,0.9986,0.995,0.97573,0.26672,0.22117,1.10316,0.000707498,0.000707498,0.000707498
53,3351.01,0.39775,0.2939,1.19002,0.9991,1,0.995,0.9827,0.24149,0.20723,1.0827,0.000693351,0.000693351,0.000693351
54,3413.46,0.38228,0.28687,1.19101,0.99906,1,0.995,0.98792,0.23983,0.20127,1.08718,0.000679204,0.000679204,0.000679204
55,3477.5,0.37874,0.28552,1.1817,0.99876,0.99999,0.995,0.9834,0.26527,0.22375,1.09087,0.000665057,0.000665057,0.000665057
56,3540.48,0.38315,0.2854,1.17704,0.99679,0.99968,0.99498,0.98327,0.25547,0.21468,1.08509,0.000650909,0.000650909,0.000650909
57,3603.97,0.38311,0.28421,1.17953,0.99089,0.9778,0.9947,0.96567,0.28444,0.26354,1.13929,0.000636762,0.000636762,0.000636762
58,3667.74,0.38032,0.28011,1.18304,0.9977,1,0.995,0.97937,0.28059,0.22519,1.09478,0.000622615,0.000622615,0.000622615
59,3730.07,0.37666,0.27916,1.16627,0.99916,1,0.995,0.98628,0.24584,0.2065,1.07825,0.000608468,0.000608468,0.000608468
60,3790.68,0.3792,0.28168,1.18502,0.99867,0.99986,0.995,0.98482,0.25234,0.20995,1.07762,0.000594321,0.000594321,0.000594321
61,3853.78,0.37056,0.27667,1.15574,0.9965,0.99958,0.99498,0.97744,0.26444,0.20789,1.09264,0.000580174,0.000580174,0.000580174
62,3917.31,0.36081,0.26931,1.16501,0.99744,0.99486,0.9948,0.97966,0.27206,0.22032,1.12104,0.000566027,0.000566027,0.000566027
63,3981.61,0.36722,0.27077,1.15538,0.99871,0.99966,0.995,0.98135,0.26068,0.20916,1.07106,0.00055188,0.00055188,0.00055188
